,Cancer Sites,Age Group Code,Sex,Race,Year,Count,Population,Rate
4263,Urinary System,65-69,Male,Asian or Pacific Islander,1999.0,41.0,51877.0,79.0
4264,Urinary System,65-69,Male,Asian or Pacific Islander,2000.0,34.0,53510.0,63.5
4265,Urinary System,65-69,Male,Asian or Pacific Islander,2001.0,32.0,56109.0,57.0
4266,Urinary System,65-69,Male,Asian or Pacific Islander,2002.0,55.0,58999.0,93.2
4267,Urinary System,65-69,Male,Asian or Pacific Islander,2003.0,61.0,61759.0,98.8
4268,Urinary System,65-69,Male,Asian or Pacific Islander,2004.0,57.0,64747.0,88.0
4269,Urinary System,65-69,Male,Asian or Pacific Islander,2005.0,63.0,68245.0,92.3
4270,Urinary System,65-69,Male,Asian or Pacific Islander,2006.0,58.0,71143.0,81.5
4271,Urinary System,65-69,Male,Asian or Pacific Islander,2007.0,73.0,74339.0,98.2
4272,Urinary System,65-69,Male,Asian or Pacific Islander,2008.0,87.0,77497.0,112.3
4273,Urinary System,65-69,Male,Asian or Pacific Islander,2009.0,56.0,81358.0,68.8
4274,Urinary System,65-69,Male,Asian or Pacific Islander,2010.0,81.0,85188.0,95.1
4275,Urinary System,65-69,Male,Asian or Pacific Islander,2011.0,79.0,89731.0,88.0
4276,Urinary System,70-74,Female,Asian or Pacific Islander,1999.0,21.0,57699.0,36.4
4277,Urinary System,70-74,Female,Asian or Pacific Islander,2000.0,21.0,60402.0,34.8
4278,Urinary System,70-74,Female,Asian or Pacific Islander,2001.0,30.0,62472.0,48.0
4279,Urinary System,70-74,Female,Asian or Pacific Islander,2002.0,29.0,64206.0,45.2
4280,Urinary System,70-74,Female,Asian or Pacific Islander,2003.0,29.0,66530.0,43.6
4281,Urinary System,70-74,Female,Asian or Pacific Islander,2004.0,30.0,68574.0,43.7
4282,Urinary System,70-74,Female,Asian or Pacific Islander,2005.0,37.0,70516.0,52.5
4283,Urinary System,70-74,Female,Asian or Pacific Islander,2006.0,31.0,72648.0,42.7
4284,Urinary System,70-74,Female,Asian or Pacific Islander,2007.0,27.0,75476.0,35.8
4285,Urinary System,70-74,Female,Asian or Pacific Islander,2008.0,34.0,78028.0,43.6
4286,Urinary System,70-74,Female,Asian or Pacific Islander,2009.0,26.0,80139.0,32.4
4287,Urinary System,70-74,Female,Asian or Pacific Islander,2010.0,26.0,83749.0,31.0
4288,Urinary System,70-74,Female,Asian or Pacific Islander,2011.0,26.0,87230.0,29.8
4289,Urinary System,70-74,Male,Asian or Pacific Islander,1999.0,57.0,42550.0,134.0
4290,Urinary System,70-74,Male,Asian or Pacific Islander,2000.0,59.0,44474.0,132.7
4291,Urinary System,70-74,Male,Asian or Pacific Islander,2001.0,54.0,45921.0,117.6
4292,Urinary System,70-74,Male,Asian or Pacific Islander,2002.0,62.0,47172.0,131.4
4293,Urinary System,70-74,Male,Asian or Pacific Islander,2003.0,52.0,48911.0,106.3
4294,Urinary System,70-74,Male,Asian or Pacific Islander,2004.0,68.0,50586.0,134.4
4295,Urinary System,70-74,Male,Asian or Pacific Islander,2005.0,54.0,52632.0,102.6
4296,Urinary System,70-74,Male,Asian or Pacific Islander,2006.0,76.0,54808.0,138.7
4297,Urinary System,70-74,Male,Asian or Pacific Islander,2007.0,91.0,57475.0,158.3
4298,Urinary System,70-74,Male,Asian or Pacific Islander,2008.0,68.0,59974.0,113.4
4299,Urinary System,70-74,Male,Asian or Pacific Islander,2009.0,66.0,62965.0,104.8
4300,Urinary System,70-74,Male,Asian or Pacific Islander,2010.0,76.0,66484.0,114.3
4301,Urinary System,70-74,Male,Asian or Pacific Islander,2011.0,69.0,69414.0,99.4
4302,Urinary System,75-79,Female,Asian or Pacific Islander,1999.0,18.0,40791.0,44.1
4303,Urinary System,75-79,Female,Asian or Pacific Islander,2000.0,19.0,43636.0,43.5
4304,Urinary System,75-79,Female,Asian or Pacific Islander,2001.0,17.0,46841.0,36.3
4305,Urinary System,75-79,Female,Asian or Pacific Islander,2002.0,18.0,49539.0,36.3
4306,Urinary System,75-79,Female,Asian or Pacific Islander,2003.0,30.0,52009.0,57.7
4307,Urinary System,75-79,Female,Asian or Pacific Islander,2004.0,22.0,54330.0,40.5
4308,Urinary System,75-79,Female,Asian or Pacific Islander,2005.0,30.0,56853.0,52.8
4309,Urinary System,75-79,Female,Asian or Pacific Islander,2006.0,32.0,58467.0,54.7
4310,Urinary System,75-79,Female,Asian or Pacific Islander,2007.0,42.0,60035.0,70.0
4311,Urinary System,75-79,Female,Asian or Pacific Islander,2008.0,36.0,62251.0,57.8
4312,Urinary System,75-79,Female,Asian or Pacific Islander,2009.0,32.0,64140.0,49.9
4313,Urinary System,75-79,Female,Asian or Pacific Islander,2010.0,36.0,65918.0,54.6
4314,Urinary System,75-79,Female,Asian or Pacific Islander,2011.0,44.0,68219.0,64.5
4315,Urinary System,75-79,Male,Asian or Pacific Islander,1999.0,58.0,31823.0,182.3
4316,Urinary System,75-79,Male,Asian or Pacific Islander,2000.0,60.0,33338.0,180.0
4317,Urinary System,75-79,Male,Asian or Pacific Islander,2001.0,42.0,34940.0,120.2
4318,Urinary System,75-79,Male,Asian or Pacific Islander,2002.0,69.0,36367.0,189.7
4319,Urinary System,75-79,Male,Asian or Pacific Islander,2003.0,73.0,37642.0,193.9
4320,Urinary System,75-79,Male,Asian or Pacific Islander,2004.0,55.0,38685.0,142.2
4321,Urinary System,75-79,Male,Asian or Pacific Islander,2005.0,88.0,40127.0,219.3
4322,Urinary System,75-79,Male,Asian or Pacific Islander,2006.0,75.0,41331.0,181.5
4323,Urinary System,75-79,Male,Asian or Pacific Islander,2007.0,60.0,42437.0,141.4
4324,Urinary System,75-79,Male,Asian or Pacific Islander,2008.0,70.0,44081.0,158.8
4325,Urinary System,75-79,Male,Asian or Pacific Islander,2009.0,90.0,45809.0,196.5
4326,Urinary System,75-79,Male,Asian or Pacific Islander,2010.0,92.0,47914.0,192.0
4327,Urinary System,75-79,Male,Asian or Pacific Islander,2011.0,71.0,50128.0,141.6
4328,Urinary System,80-84,Female,Asian or Pacific Islander,2000.0,20.0,25441.0,78.6
4329,Urinary System,80-84,Female,Asian or Pacific Islander,2001.0,22.0,27727.0,79.3
4330,Urinary System,80-84,Female,Asian or Pacific Islander,2002.0,16.0,30200.0,53.0
4331,Urinary System,80-84,Female,Asian or Pacific Islander,2003.0,27.0,32912.0,82.0
4332,Urinary System,80-84,Female,Asian or Pacific Islander,2004.0,18.0,35450.0,50.8
4333,Urinary System,80-84,Female,Asian or Pacific Islander,2005.0,36.0,37827.0,95.2
4334,Urinary System,80-84,Female,Asian or Pacific Islander,2006.0,22.0,40320.0,54.6
4335,Urinary System,80-84,Female,Asian or Pacific Islander,2007.0,24.0,42517.0,56.4
4336,Urinary System,80-84,Female,Asian or Pacific Islander,2008.0,35.0,44545.0,78.6
4337,Urinary System,80-84,Female,Asian or Pacific Islander,2009.0,31.0,46433.0,66.8
4338,Urinary System,80-84,Female,Asian or Pacific Islander,2010.0,32.0,48802.0,65.6
4339,Urinary System,80-84,Female,Asian or Pacific Islander,2011.0,29.0,50957.0,56.9
4340,Urinary System,80-84,Male,Asian or Pacific Islander,1999.0,27.0,16987.0,158.9
4341,Urinary System,80-84,Male,Asian or Pacific Islander,2000.0,45.0,18229.0,246.9
4342,Urinary System,80-84,Male,Asian or Pacific Islander,2001.0,39.0,19806.0,196.9
4343,Urinary System,80-84,Male,Asian or Pacific Islander,2002.0,46.0,21616.0,212.8
4344,Urinary System,80-84,Male,Asian or Pacific Islander,2003.0,47.0,23566.0,199.4
4345,Urinary System,80-84,Male,Asian or Pacific Islander,2004.0,44.0,25318.0,173.8
4346,Urinary System,80-84,Male,Asian or Pacific Islander,2005.0,54.0,26712.0,202.2
4347,Urinary System,80-84,Male,Asian or Pacific Islander,2006.0,45.0,27780.0,162.0
4348,Urinary System,80-84,Male,Asian or Pacific Islander,2007.0,73.0,28828.0,253.2
4349,Urinary System,80-84,Male,Asian or Pacific Islander,2008.0,75.0,29854.0,251.2
4350,Urinary System,80-84,Male,Asian or Pacific Islander,2009.0,67.0,30698.0,218.3
4351,Urinary System,80-84,Male,Asian or Pacific Islander,2010.0,75.0,32267.0,232.4
4352,Urinary System,80-84,Male,Asian or Pacific Islander,2011.0,69.0,33878.0,203.7
4353,Urinary System,85+,Female,Asian or Pacific Islander,2000.0,16.0,18432.0,86.8
4354,Urinary System,85+,Female,Asian or Pacific Islander,2001.0,18.0,20209.0,89.1
4355,Urinary System,85+,Female,Asian or Pacific Islander,2004.0,25.0,25972.0,96.3
4356,Urinary System,85+,Female,Asian or Pacific Islander,2005.0,29.0,28718.0,101.0
4357,Urinary System,85+,Female,Asian or Pacific Islander,2006.0,21.0,31122.0,67.5
4358,Urinary System,85+,Female,Asian or Pacific Islander,2007.0,33.0,33931.0,97.3
4359,Urinary System,85+,Female,Asian or Pacific Islander,2008.0,30.0,36899.0,81.3
4360,Urinary System,85+,Female,Asian or Pacific Islander,2009.0,30.0,40044.0,74.9
4361,Urinary System,85+,Female,Asian or Pacific Islander,2010.0,38.0,43522.0,87.3
4362,Urinary System,85+,Female,Asian or Pacific Islander,2011.0,46.0,47467.0,96.9
4363,Urinary System,85+,Male,Asian or Pacific Islander,1999.0,23.0,11320.0,203.2
4364,Urinary System,85+,Male,Asian or Pacific Islander,2000.0,20.0,12154.0,164.6
4365,Urinary System,85+,Male,Asian or Pacific Islander,2001.0,24.0,12804.0,187.4
4366,Urinary System,85+,Male,Asian or Pacific Islander,2002.0,29.0,13760.0,210.8
4367,Urinary System,85+,Male,Asian or Pacific Islander,2003.0,45.0,14698.0,306.2
4368,Urinary System,85+,Male,Asian or Pacific Islander,2004.0,42.0,15795.0,265.9
4369,Urinary System,85+,Male,Asian or Pacific Islander,2005.0,35.0,17402.0,201.1
4370,Urinary System,85+,Male,Asian or Pacific Islander,2006.0,44.0,18666.0,235.7
4371,Urinary System,85+,Male,Asian or Pacific Islander,2007.0,45.0,20377.0,220.8
4372,Urinary System,85+,Male,Asian or Pacific Islander,2008.0,43.0,22185.0,193.8
4373,Urinary System,85+,Male,Asian or Pacific Islander,2009.0,60.0,23959.0,250.4
4374,Urinary System,85+,Male,Asian or Pacific Islander,2010.0,66.0,25858.0,255.2
4375,Urinary System,85+,Male,Asian or Pacific Islander,2011.0,60.0,27982.0,214.4
4376,"Urinary Bladder, invasive and in situ",50-54,Male,Asian or Pacific Islander,2007.0,16.0,163279.0,9.8
4377,"Urinary Bladder, invasive and in situ",50-54,Male,Asian or Pacific Islander,2009.0,22.0,173659.0,12.7
4378,"Urinary Bladder, invasive and in situ",55-59,Male,Asian or Pacific Islander,2001.0,16.0,86399.0,18.5
4379,"Urinary Bladder, invasive and in situ",55-59,Male,Asian or Pacific Islander,2003.0,18.0,103324.0,17.4
4380,"Urinary Bladder, invasive and in situ",55-59,Male,Asian or Pacific Islander,2004.0,23.0,112464.0,20.5
4381,"Urinary Bladder, invasive and in situ",55-59,Male,Asian or Pacific Islander,2005.0,25.0,123149.0,20.3
4382,"Urinary Bladder, invasive and in situ",55-59,Male,Asian or Pacific Islander,2006.0,22.0,131515.0,16.7
4383,"Urinary Bladder, invasive and in situ",55-59,Male,Asian or Pacific Islander,2007.0,20.0,137545.0,14.5
4384,"Urinary Bladder, invasive and in situ",55-59,Male,Asian or Pacific Islander,2008.0,28.0,143185.0,19.6
4385,"Urinary Bladder, invasive and in situ",55-59,Male,Asian or Pacific Islander,2009.0,27.0,148550.0,18.2
4386,"Urinary Bladder, invasive and in situ",55-59,Male,Asian or Pacific Islander,2010.0,25.0,153605.0,16.3
4387,"Urinary Bladder, invasive and in situ",55-59,Male,Asian or Pacific Islander,2011.0,23.0,160159.0,14.4
4388,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,1999.0,19.0,62817.0,30.2
4389,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,2000.0,18.0,66246.0,27.2
4390,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,2001.0,18.0,69757.0,25.8
4391,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,2002.0,18.0,73361.0,24.5
4392,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,2003.0,24.0,76497.0,31.4
4393,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,2004.0,19.0,80261.0,23.7
4394,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,2005.0,26.0,84109.0,30.9
4395,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,2006.0,32.0,88707.0,36.1
4396,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,2007.0,21.0,96051.0,21.9
4397,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,2008.0,21.0,105192.0,20.0
4398,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,2009.0,29.0,114319.0,25.4
4399,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,2010.0,43.0,124922.0,34.4
4400,"Urinary Bladder, invasive and in situ",60-64,Male,Asian or Pacific Islander,2011.0,41.0,132681.0,30.9
4401,"Urinary Bladder, invasive and in situ",65-69,Female,Asian or Pacific Islander,2009.0,18.0,98971.0,18.2
4402,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,1999.0,26.0,51877.0,50.1
4403,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,2000.0,17.0,53510.0,31.8
4404,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,2001.0,23.0,56109.0,41.0
4405,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,2002.0,37.0,58999.0,62.7
4406,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,2003.0,34.0,61759.0,55.1
4407,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,2004.0,40.0,64747.0,61.8
4408,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,2005.0,32.0,68245.0,46.9
4409,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,2006.0,32.0,71143.0,45.0
4410,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,2007.0,31.0,74339.0,41.7
4411,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,2008.0,46.0,77497.0,59.4
4412,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,2009.0,28.0,81358.0,34.4
4413,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,2010.0,48.0,85188.0,56.3
4414,"Urinary Bladder, invasive and in situ",65-69,Male,Asian or Pacific Islander,2011.0,39.0,89731.0,43.5
4415,"Urinary Bladder, invasive and in situ",70-74,Female,Asian or Pacific Islander,2008.0,17.0,78028.0,21.8
4416,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,1999.0,34.0,42550.0,79.9
4417,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,2000.0,40.0,44474.0,89.9
4418,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,2001.0,41.0,45921.0,89.3
4419,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,2002.0,39.0,47172.0,82.7
4420,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,2003.0,41.0,48911.0,83.8
4421,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,2004.0,41.0,50586.0,81.1
4422,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,2005.0,34.0,52632.0,64.6
4423,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,2006.0,46.0,54808.0,83.9
4424,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,2007.0,50.0,57475.0,87.0
4425,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,2008.0,44.0,59974.0,73.4
4426,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,2009.0,46.0,62965.0,73.1
4427,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,2010.0,38.0,66484.0,57.2
4428,"Urinary Bladder, invasive and in situ",70-74,Male,Asian or Pacific Islander,2011.0,41.0,69414.0,59.1
4429,"Urinary Bladder, invasive and in situ",75-79,Female,Asian or Pacific Islander,2003.0,16.0,52009.0,30.8
4430,"Urinary Bladder, invasive and in situ",75-79,Female,Asian or Pacific Islander,2005.0,16.0,56853.0,28.1
4431,"Urinary Bladder, invasive and in situ",75-79,Female,Asian or Pacific Islander,2007.0,18.0,60035.0,30.0
4432,"Urinary Bladder, invasive and in situ",75-79,Female,Asian or Pacific Islander,2010.0,19.0,65918.0,28.8
4433,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,1999.0,44.0,31823.0,138.3
4434,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,2000.0,43.0,33338.0,129.0
4435,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,2001.0,32.0,34940.0,91.6
4436,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,2002.0,52.0,36367.0,143.0
4437,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,2003.0,40.0,37642.0,106.3
4438,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,2004.0,41.0,38685.0,106.0
4439,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,2005.0,62.0,40127.0,154.5
4440,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,2006.0,50.0,41331.0,121.0
4441,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,2007.0,38.0,42437.0,89.5
4442,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,2008.0,44.0,44081.0,99.8
4443,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,2009.0,58.0,45809.0,126.6
4444,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,2010.0,58.0,47914.0,121.1
4445,"Urinary Bladder, invasive and in situ",75-79,Male,Asian or Pacific Islander,2011.0,42.0,50128.0,83.8
4446,"Urinary Bladder, invasive and in situ",80-84,Female,Asian or Pacific Islander,2003.0,16.0,32912.0,48.6
4447,"Urinary Bladder, invasive and in situ",80-84,Female,Asian or Pacific Islander,2005.0,23.0,37827.0,60.8
4448,"Urinary Bladder, invasive and in situ",80-84,Female,Asian or Pacific Islander,2008.0,22.0,44545.0,49.4
4449,"Urinary Bladder, invasive and in situ",80-84,Female,Asian or Pacific Islander,2009.0,16.0,46433.0,34.5
4450,"Urinary Bladder, invasive and in situ",80-84,Female,Asian or Pacific Islander,2011.0,17.0,50957.0,33.4
4451,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,1999.0,22.0,16987.0,129.5
4452,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,2000.0,30.0,18229.0,164.6
4453,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,2001.0,34.0,19806.0,171.7
4454,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,2002.0,37.0,21616.0,171.2
4455,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,2003.0,34.0,23566.0,144.3
4456,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,2004.0,30.0,25318.0,118.5
4457,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,2005.0,45.0,26712.0,168.5
4458,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,2006.0,34.0,27780.0,122.4
4459,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,2007.0,47.0,28828.0,163.0
4460,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,2008.0,53.0,29854.0,177.5
4461,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,2009.0,45.0,30698.0,146.6
4462,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,2010.0,51.0,32267.0,158.1
4463,"Urinary Bladder, invasive and in situ",80-84,Male,Asian or Pacific Islander,2011.0,51.0,33878.0,150.5
4464,"Urinary Bladder, invasive and in situ",85+,Female,Asian or Pacific Islander,2004.0,17.0,25972.0,65.5
4465,"Urinary Bladder, invasive and in situ",85+,Female,Asian or Pacific Islander,2005.0,17.0,28718.0,59.2
4466,"Urinary Bladder, invasive and in situ",85+,Female,Asian or Pacific Islander,2007.0,16.0,33931.0,47.2
4467,"Urinary Bladder, invasive and in situ",85+,Female,Asian or Pacific Islander,2008.0,21.0,36899.0,56.9
4468,"Urinary Bladder, invasive and in situ",85+,Female,Asian or Pacific Islander,2009.0,21.0,40044.0,52.4
4469,"Urinary Bladder, invasive and in situ",85+,Female,Asian or Pacific Islander,2010.0,24.0,43522.0,55.1
4470,"Urinary Bladder, invasive and in situ",85+,Female,Asian or Pacific Islander,2011.0,27.0,47467.0,56.9
4471,"Urinary Bladder, invasive and in situ",85+,Male,Asian or Pacific Islander,1999.0,17.0,11320.0,150.2
4472,"Urinary Bladder, invasive and in situ",85+,Male,Asian or Pacific Islander,2000.0,16.0,12154.0,131.6
