,Leading Cancer Sites,Leading Cancer Sites Code,Age Group Code,Sex,Race,Year,Count,Population,Rate
1520,Colon and Rectum,21041-21052,20-24,Female,White,2001.0,52.0,7016949.0,0.7
1521,Colon and Rectum,21041-21052,20-24,Female,White,2002.0,51.0,7225452.0,0.7
1522,Colon and Rectum,21041-21052,20-24,Female,White,2003.0,64.0,7672599.0,0.8
1523,Colon and Rectum,21041-21052,20-24,Female,White,2004.0,87.0,7897163.0,1.1
1524,Colon and Rectum,21041-21052,20-24,Female,White,2005.0,62.0,7907801.0,0.8
1525,Colon and Rectum,21041-21052,20-24,Female,White,2006.0,71.0,7906974.0,0.9
1526,Colon and Rectum,21041-21052,20-24,Female,White,2007.0,65.0,7908498.0,0.8
1527,Colon and Rectum,21041-21052,20-24,Female,White,2008.0,76.0,7929480.0,1.0
1528,Colon and Rectum,21041-21052,20-24,Female,White,2009.0,71.0,7983893.0,0.9
1529,Colon and Rectum,21041-21052,20-24,Female,White,2010.0,82.0,8066627.0,1.0
1530,Colon and Rectum,21041-21052,20-24,Female,White,2011.0,78.0,8119266.0,1.0
1531,Colon and Rectum,21041-21052,20-24,Male,White,1999.0,50.0,6928500.0,0.7
1532,Colon and Rectum,21041-21052,20-24,Male,White,2000.0,52.0,7274432.0,0.7
1533,Colon and Rectum,21041-21052,20-24,Male,White,2001.0,72.0,7438922.0,1.0
1534,Colon and Rectum,21041-21052,20-24,Male,White,2002.0,73.0,7651355.0,1.0
1535,Colon and Rectum,21041-21052,20-24,Male,White,2003.0,73.0,8105578.0,0.9
1536,Colon and Rectum,21041-21052,20-24,Male,White,2004.0,71.0,8367139.0,0.8
1537,Colon and Rectum,21041-21052,20-24,Male,White,2005.0,56.0,8410365.0,0.7
1538,Colon and Rectum,21041-21052,20-24,Male,White,2006.0,60.0,8439939.0,0.7
1539,Colon and Rectum,21041-21052,20-24,Male,White,2007.0,84.0,8425847.0,1.0
1540,Colon and Rectum,21041-21052,20-24,Male,White,2008.0,80.0,8420896.0,1.0
1541,Colon and Rectum,21041-21052,20-24,Male,White,2009.0,86.0,8448451.0,1.0
1542,Colon and Rectum,21041-21052,20-24,Male,White,2010.0,91.0,8513409.0,1.1
1543,Colon and Rectum,21041-21052,20-24,Male,White,2011.0,91.0,8558178.0,1.1
1544,Colon and Rectum,21041-21052,25-29,Female,White,1999.0,119.0,6947647.0,1.7
1545,Colon and Rectum,21041-21052,25-29,Female,White,2000.0,121.0,6960842.0,1.7
1546,Colon and Rectum,21041-21052,25-29,Female,White,2001.0,137.0,6711767.0,2.0
1547,Colon and Rectum,21041-21052,25-29,Female,White,2002.0,147.0,6699773.0,2.2
1548,Colon and Rectum,21041-21052,25-29,Female,White,2003.0,143.0,7030735.0,2.0
1549,Colon and Rectum,21041-21052,25-29,Female,White,2004.0,132.0,7289675.0,1.8
1550,Colon and Rectum,21041-21052,25-29,Female,White,2005.0,152.0,7445727.0,2.0
1551,Colon and Rectum,21041-21052,25-29,Female,White,2006.0,165.0,7666181.0,2.2
1552,Colon and Rectum,21041-21052,25-29,Female,White,2007.0,156.0,7818890.0,2.0
1553,Colon and Rectum,21041-21052,25-29,Female,White,2008.0,178.0,7934387.0,2.2
1554,Colon and Rectum,21041-21052,25-29,Female,White,2009.0,180.0,7984774.0,2.3
1555,Colon and Rectum,21041-21052,25-29,Female,White,2010.0,193.0,7989184.0,2.4
1556,Colon and Rectum,21041-21052,25-29,Female,White,2011.0,201.0,7934359.0,2.5
1557,Colon and Rectum,21041-21052,25-29,Male,White,1999.0,147.0,7258141.0,2.0
1558,Colon and Rectum,21041-21052,25-29,Male,White,2000.0,147.0,7299064.0,2.0
1559,Colon and Rectum,21041-21052,25-29,Male,White,2001.0,129.0,7055677.0,1.8
1560,Colon and Rectum,21041-21052,25-29,Male,White,2002.0,146.0,7033932.0,2.1
1561,Colon and Rectum,21041-21052,25-29,Male,White,2003.0,145.0,7357279.0,2.0
1562,Colon and Rectum,21041-21052,25-29,Male,White,2004.0,158.0,7619983.0,2.1
1563,Colon and Rectum,21041-21052,25-29,Male,White,2005.0,172.0,7746504.0,2.2
1564,Colon and Rectum,21041-21052,25-29,Male,White,2006.0,183.0,7944816.0,2.3
1565,Colon and Rectum,21041-21052,25-29,Male,White,2007.0,184.0,8097224.0,2.3
1566,Colon and Rectum,21041-21052,25-29,Male,White,2008.0,188.0,8232361.0,2.3
1567,Colon and Rectum,21041-21052,25-29,Male,White,2009.0,175.0,8300303.0,2.1
1568,Colon and Rectum,21041-21052,25-29,Male,White,2010.0,205.0,8331282.0,2.5
1569,Colon and Rectum,21041-21052,25-29,Male,White,2011.0,178.0,8294723.0,2.1
1570,Colon and Rectum,21041-21052,30-34,Female,White,1999.0,254.0,7469121.0,3.4
1571,Colon and Rectum,21041-21052,30-34,Female,White,2000.0,288.0,7569804.0,3.8
1572,Colon and Rectum,21041-21052,30-34,Female,White,2001.0,279.0,7526353.0,3.7
1573,Colon and Rectum,21041-21052,30-34,Female,White,2002.0,317.0,7553532.0,4.2
1574,Colon and Rectum,21041-21052,30-34,Female,White,2003.0,337.0,7784741.0,4.3
1575,Colon and Rectum,21041-21052,30-34,Female,White,2004.0,367.0,7779515.0,4.7
1576,Colon and Rectum,21041-21052,30-34,Female,White,2005.0,330.0,7570818.0,4.4
1577,Colon and Rectum,21041-21052,30-34,Female,White,2006.0,331.0,7361279.0,4.5
1578,Colon and Rectum,21041-21052,30-34,Female,White,2007.0,304.0,7296798.0,4.2
1579,Colon and Rectum,21041-21052,30-34,Female,White,2008.0,317.0,7336667.0,4.3
1580,Colon and Rectum,21041-21052,30-34,Female,White,2009.0,304.0,7452713.0,4.1
1581,Colon and Rectum,21041-21052,30-34,Female,White,2010.0,350.0,7600790.0,4.6
1582,Colon and Rectum,21041-21052,30-34,Female,White,2011.0,366.0,7682974.0,4.8
1583,Colon and Rectum,21041-21052,30-34,Male,White,1999.0,290.0,7736670.0,3.7
1584,Colon and Rectum,21041-21052,30-34,Male,White,2000.0,305.0,7855370.0,3.9
1585,Colon and Rectum,21041-21052,30-34,Male,White,2001.0,334.0,7814739.0,4.3
1586,Colon and Rectum,21041-21052,30-34,Male,White,2002.0,331.0,7842158.0,4.2
1587,Colon and Rectum,21041-21052,30-34,Male,White,2003.0,383.0,8062125.0,4.8
1588,Colon and Rectum,21041-21052,30-34,Male,White,2004.0,387.0,8059086.0,4.8
1589,Colon and Rectum,21041-21052,30-34,Male,White,2005.0,363.0,7833330.0,4.6
1590,Colon and Rectum,21041-21052,30-34,Male,White,2006.0,400.0,7630724.0,5.2
1591,Colon and Rectum,21041-21052,30-34,Male,White,2007.0,360.0,7562270.0,4.8
1592,Colon and Rectum,21041-21052,30-34,Male,White,2008.0,375.0,7606628.0,4.9
1593,Colon and Rectum,21041-21052,30-34,Male,White,2009.0,442.0,7718113.0,5.7
1594,Colon and Rectum,21041-21052,30-34,Male,White,2010.0,409.0,7860654.0,5.2
1595,Colon and Rectum,21041-21052,30-34,Male,White,2011.0,351.0,7950924.0,4.4
1596,Colon and Rectum,21041-21052,35-39,Female,White,1999.0,553.0,8496159.0,6.5
1597,Colon and Rectum,21041-21052,35-39,Female,White,2000.0,589.0,8555275.0,6.9
1598,Colon and Rectum,21041-21052,35-39,Female,White,2001.0,597.0,8270672.0,7.2
1599,Colon and Rectum,21041-21052,35-39,Female,White,2002.0,630.0,8137832.0,7.7
1600,Colon and Rectum,21041-21052,35-39,Female,White,2003.0,632.0,8267650.0,7.6
1601,Colon and Rectum,21041-21052,35-39,Female,White,2004.0,684.0,8241429.0,8.3
1602,Colon and Rectum,21041-21052,35-39,Female,White,2005.0,642.0,8170943.0,7.9
1603,Colon and Rectum,21041-21052,35-39,Female,White,2006.0,696.0,8202400.0,8.5
1604,Colon and Rectum,21041-21052,35-39,Female,White,2007.0,687.0,8162970.0,8.4
1605,Colon and Rectum,21041-21052,35-39,Female,White,2008.0,751.0,8064097.0,9.3
1606,Colon and Rectum,21041-21052,35-39,Female,White,2009.0,729.0,7900598.0,9.2
1607,Colon and Rectum,21041-21052,35-39,Female,White,2010.0,723.0,7697830.0,9.4
1608,Colon and Rectum,21041-21052,35-39,Female,White,2011.0,666.0,7403447.0,9.0
1609,Colon and Rectum,21041-21052,35-39,Male,White,1999.0,634.0,8627908.0,7.3
1610,Colon and Rectum,21041-21052,35-39,Male,White,2000.0,710.0,8693407.0,8.2
1611,Colon and Rectum,21041-21052,35-39,Male,White,2001.0,673.0,8423778.0,8.0
1612,Colon and Rectum,21041-21052,35-39,Male,White,2002.0,679.0,8286713.0,8.2
1613,Colon and Rectum,21041-21052,35-39,Male,White,2003.0,701.0,8429052.0,8.3
1614,Colon and Rectum,21041-21052,35-39,Male,White,2004.0,738.0,8424555.0,8.8
1615,Colon and Rectum,21041-21052,35-39,Male,White,2005.0,751.0,8365254.0,9.0
1616,Colon and Rectum,21041-21052,35-39,Male,White,2006.0,781.0,8393093.0,9.3
1617,Colon and Rectum,21041-21052,35-39,Male,White,2007.0,744.0,8354550.0,8.9
1618,Colon and Rectum,21041-21052,35-39,Male,White,2008.0,781.0,8241457.0,9.5
1619,Colon and Rectum,21041-21052,35-39,Male,White,2009.0,725.0,8063408.0,9.0
1620,Colon and Rectum,21041-21052,35-39,Male,White,2010.0,737.0,7847313.0,9.4
1621,Colon and Rectum,21041-21052,35-39,Male,White,2011.0,740.0,7557263.0,9.8
1622,Colon and Rectum,21041-21052,40-44,Female,White,1999.0,1064.0,8367890.0,12.7
1623,Colon and Rectum,21041-21052,40-44,Female,White,2000.0,1184.0,8647523.0,13.7
1624,Colon and Rectum,21041-21052,40-44,Female,White,2001.0,1222.0,8669155.0,14.1
1625,Colon and Rectum,21041-21052,40-44,Female,White,2002.0,1214.0,8765865.0,13.8
1626,Colon and Rectum,21041-21052,40-44,Female,White,2003.0,1342.0,9118975.0,14.7
1627,Colon and Rectum,21041-21052,40-44,Female,White,2004.0,1375.0,9281441.0,14.8
1628,Colon and Rectum,21041-21052,40-44,Female,White,2005.0,1419.0,9151033.0,15.5
1629,Colon and Rectum,21041-21052,40-44,Female,White,2006.0,1392.0,8928994.0,15.6
1630,Colon and Rectum,21041-21052,40-44,Female,White,2007.0,1409.0,8692790.0,16.2
1631,Colon and Rectum,21041-21052,40-44,Female,White,2008.0,1345.0,8455799.0,15.9
1632,Colon and Rectum,21041-21052,40-44,Female,White,2009.0,1381.0,8256044.0,16.7
1633,Colon and Rectum,21041-21052,40-44,Female,White,2010.0,1330.0,8186287.0,16.2
1634,Colon and Rectum,21041-21052,40-44,Female,White,2011.0,1286.0,8142049.0,15.8
1635,Colon and Rectum,21041-21052,40-44,Male,White,1999.0,1241.0,8397751.0,14.8
1636,Colon and Rectum,21041-21052,40-44,Male,White,2000.0,1312.0,8689729.0,15.1
1637,Colon and Rectum,21041-21052,40-44,Male,White,2001.0,1345.0,8714948.0,15.4
1638,Colon and Rectum,21041-21052,40-44,Male,White,2002.0,1380.0,8813213.0,15.7
1639,Colon and Rectum,21041-21052,40-44,Male,White,2003.0,1443.0,9157376.0,15.8
1640,Colon and Rectum,21041-21052,40-44,Male,White,2004.0,1474.0,9322774.0,15.8
1641,Colon and Rectum,21041-21052,40-44,Male,White,2005.0,1508.0,9190491.0,16.4
1642,Colon and Rectum,21041-21052,40-44,Male,White,2006.0,1529.0,8988413.0,17.0
1643,Colon and Rectum,21041-21052,40-44,Male,White,2007.0,1553.0,8760186.0,17.7
1644,Colon and Rectum,21041-21052,40-44,Male,White,2008.0,1544.0,8546125.0,18.1
1645,Colon and Rectum,21041-21052,40-44,Male,White,2009.0,1513.0,8362892.0,18.1
1646,Colon and Rectum,21041-21052,40-44,Male,White,2010.0,1455.0,8309445.0,17.5
1647,Colon and Rectum,21041-21052,40-44,Male,White,2011.0,1570.0,8259215.0,19.0
1648,Colon and Rectum,21041-21052,45-49,Female,White,1999.0,1887.0,7531830.0,25.1
1649,Colon and Rectum,21041-21052,45-49,Female,White,2000.0,2004.0,7899031.0,25.4
1650,Colon and Rectum,21041-21052,45-49,Female,White,2001.0,2066.0,7993396.0,25.8
1651,Colon and Rectum,21041-21052,45-49,Female,White,2002.0,2115.0,8270098.0,25.6
1652,Colon and Rectum,21041-21052,45-49,Female,White,2003.0,2204.0,8793006.0,25.1
1653,Colon and Rectum,21041-21052,45-49,Female,White,2004.0,2377.0,9084319.0,26.2
1654,Colon and Rectum,21041-21052,45-49,Female,White,2005.0,2393.0,9187069.0,26.0
1655,Colon and Rectum,21041-21052,45-49,Female,White,2006.0,2484.0,9289991.0,26.7
1656,Colon and Rectum,21041-21052,45-49,Female,White,2007.0,2484.0,9291229.0,26.7
1657,Colon and Rectum,21041-21052,45-49,Female,White,2008.0,2443.0,9264051.0,26.4
1658,Colon and Rectum,21041-21052,45-49,Female,White,2009.0,2507.0,9240561.0,27.1
1659,Colon and Rectum,21041-21052,45-49,Female,White,2010.0,2406.0,9110009.0,26.4
1660,Colon and Rectum,21041-21052,45-49,Female,White,2011.0,2247.0,8789205.0,25.6
1661,Colon and Rectum,21041-21052,45-49,Male,White,1999.0,2157.0,7451625.0,28.9
1662,Colon and Rectum,21041-21052,45-49,Male,White,2000.0,2481.0,7828428.0,31.7
1663,Colon and Rectum,21041-21052,45-49,Male,White,2001.0,2346.0,7928042.0,29.6
1664,Colon and Rectum,21041-21052,45-49,Male,White,2002.0,2499.0,8199679.0,30.5
1665,Colon and Rectum,21041-21052,45-49,Male,White,2003.0,2609.0,8725986.0,29.9
1666,Colon and Rectum,21041-21052,45-49,Male,White,2004.0,2786.0,9021569.0,30.9
1667,Colon and Rectum,21041-21052,45-49,Male,White,2005.0,2832.0,9133814.0,31.0
1668,Colon and Rectum,21041-21052,45-49,Male,White,2006.0,2843.0,9238647.0,30.8
1669,Colon and Rectum,21041-21052,45-49,Male,White,2007.0,2948.0,9248464.0,31.9
1670,Colon and Rectum,21041-21052,45-49,Male,White,2008.0,3010.0,9216719.0,32.7
1671,Colon and Rectum,21041-21052,45-49,Male,White,2009.0,2943.0,9196447.0,32.0
1672,Colon and Rectum,21041-21052,45-49,Male,White,2010.0,2897.0,9069277.0,31.9
1673,Colon and Rectum,21041-21052,45-49,Male,White,2011.0,2761.0,8766225.0,31.5
1674,Colon and Rectum,21041-21052,50-54,Female,White,1999.0,2780.0,6615063.0,42.0
1675,Colon and Rectum,21041-21052,50-54,Female,White,2000.0,3164.0,7083016.0,44.7
1676,Colon and Rectum,21041-21052,50-54,Female,White,2001.0,3207.0,7358964.0,43.6
1677,Colon and Rectum,21041-21052,50-54,Female,White,2002.0,3328.0,7405650.0,44.9
1678,Colon and Rectum,21041-21052,50-54,Female,White,2003.0,3492.0,7867072.0,44.4
1679,Colon and Rectum,21041-21052,50-54,Female,White,2004.0,3687.0,8208935.0,44.9
1680,Colon and Rectum,21041-21052,50-54,Female,White,2005.0,3851.0,8398979.0,45.9
1681,Colon and Rectum,21041-21052,50-54,Female,White,2006.0,3862.0,8577514.0,45.0
1682,Colon and Rectum,21041-21052,50-54,Female,White,2007.0,3992.0,8783981.0,45.4
1683,Colon and Rectum,21041-21052,50-54,Female,White,2008.0,4127.0,8952652.0,46.1
1684,Colon and Rectum,21041-21052,50-54,Female,White,2009.0,4118.0,9068059.0,45.4
1685,Colon and Rectum,21041-21052,50-54,Female,White,2010.0,4150.0,9173486.0,45.2
1686,Colon and Rectum,21041-21052,50-54,Female,White,2011.0,4042.0,9173488.0,44.1
1687,Colon and Rectum,21041-21052,50-54,Male,White,1999.0,3668.0,6453297.0,56.8
1688,Colon and Rectum,21041-21052,50-54,Male,White,2000.0,3975.0,6922966.0,57.4
1689,Colon and Rectum,21041-21052,50-54,Male,White,2001.0,4307.0,7194113.0,59.9
1690,Colon and Rectum,21041-21052,50-54,Male,White,2002.0,4412.0,7245524.0,60.9
1691,Colon and Rectum,21041-21052,50-54,Male,White,2003.0,4693.0,7690583.0,61.0
1692,Colon and Rectum,21041-21052,50-54,Male,White,2004.0,4998.0,8020640.0,62.3
1693,Colon and Rectum,21041-21052,50-54,Male,White,2005.0,4970.0,8212985.0,60.5
1694,Colon and Rectum,21041-21052,50-54,Male,White,2006.0,5071.0,8391808.0,60.4
1695,Colon and Rectum,21041-21052,50-54,Male,White,2007.0,5283.0,8591685.0,61.5
1696,Colon and Rectum,21041-21052,50-54,Male,White,2008.0,5267.0,8769266.0,60.1
1697,Colon and Rectum,21041-21052,50-54,Male,White,2009.0,5407.0,8890389.0,60.8
1698,Colon and Rectum,21041-21052,50-54,Male,White,2010.0,5272.0,9004016.0,58.6
1699,Colon and Rectum,21041-21052,50-54,Male,White,2011.0,5245.0,9004383.0,58.2
1700,Colon and Rectum,21041-21052,55-59,Female,White,1999.0,3520.0,5220125.0,67.4
1701,Colon and Rectum,21041-21052,55-59,Female,White,2000.0,3676.0,5538348.0,66.4
1702,Colon and Rectum,21041-21052,55-59,Female,White,2001.0,3770.0,5643802.0,66.8
1703,Colon and Rectum,21041-21052,55-59,Female,White,2002.0,3969.0,6168619.0,64.3
1704,Colon and Rectum,21041-21052,55-59,Female,White,2003.0,4299.0,6714697.0,64.0
1705,Colon and Rectum,21041-21052,55-59,Female,White,2004.0,4442.0,7172163.0,61.9
1706,Colon and Rectum,21041-21052,55-59,Female,White,2005.0,4591.0,7514387.0,61.1
1707,Colon and Rectum,21041-21052,55-59,Female,White,2006.0,4716.0,7873207.0,59.9
1708,Colon and Rectum,21041-21052,55-59,Female,White,2007.0,4697.0,7843504.0,59.9
1709,Colon and Rectum,21041-21052,55-59,Female,White,2008.0,4524.0,7970448.0,56.8
1710,Colon and Rectum,21041-21052,55-59,Female,White,2009.0,4331.0,8146903.0,53.2
1711,Colon and Rectum,21041-21052,55-59,Female,White,2010.0,4445.0,8342211.0,53.3
1712,Colon and Rectum,21041-21052,55-59,Female,White,2011.0,4252.0,8439870.0,50.4
1713,Colon and Rectum,21041-21052,55-59,Male,White,1999.0,5090.0,4956823.0,102.7
1714,Colon and Rectum,21041-21052,55-59,Male,White,2000.0,5282.0,5269829.0,100.2
1715,Colon and Rectum,21041-21052,55-59,Male,White,2001.0,5300.0,5381669.0,98.5
1716,Colon and Rectum,21041-21052,55-59,Male,White,2002.0,5673.0,5905643.0,96.1
1717,Colon and Rectum,21041-21052,55-59,Male,White,2003.0,6077.0,6444155.0,94.3
1718,Colon and Rectum,21041-21052,55-59,Male,White,2004.0,6394.0,6894326.0,92.7
1719,Colon and Rectum,21041-21052,55-59,Male,White,2005.0,6611.0,7229137.0,91.4
1720,Colon and Rectum,21041-21052,55-59,Male,White,2006.0,6550.0,7569925.0,86.5
1721,Colon and Rectum,21041-21052,55-59,Male,White,2007.0,6499.0,7539099.0,86.2
1722,Colon and Rectum,21041-21052,55-59,Male,White,2008.0,6257.0,7650534.0,81.8
1723,Colon and Rectum,21041-21052,55-59,Male,White,2009.0,6163.0,7813502.0,78.9
1724,Colon and Rectum,21041-21052,55-59,Male,White,2010.0,6017.0,8006650.0,75.2
1725,Colon and Rectum,21041-21052,55-59,Male,White,2011.0,6030.0,8101629.0,74.4
1726,Colon and Rectum,21041-21052,60-64,Female,White,1999.0,4701.0,4337978.0,108.4
1727,Colon and Rectum,21041-21052,60-64,Female,White,2000.0,4873.0,4503473.0,108.2
1728,Colon and Rectum,21041-21052,60-64,Female,White,2001.0,4781.0,4584041.0,104.3
1729,Colon and Rectum,21041-21052,60-64,Female,White,2002.0,4713.0,4785271.0,98.5
1730,Colon and Rectum,21041-21052,60-64,Female,White,2003.0,5064.0,5292181.0,95.7
1731,Colon and Rectum,21041-21052,60-64,Female,White,2004.0,5175.0,5630701.0,91.9
1732,Colon and Rectum,21041-21052,60-64,Female,White,2005.0,5201.0,5809266.0,89.5
1733,Colon and Rectum,21041-21052,60-64,Female,White,2006.0,5078.0,5964601.0,85.1
1734,Colon and Rectum,21041-21052,60-64,Female,White,2007.0,5427.0,6461378.0,84.0
1735,Colon and Rectum,21041-21052,60-64,Female,White,2008.0,5225.0,6717304.0,77.8
1736,Colon and Rectum,21041-21052,60-64,Female,White,2009.0,5291.0,7022922.0,75.3
1737,Colon and Rectum,21041-21052,60-64,Female,White,2010.0,5155.0,7358943.0,70.1
1738,Colon and Rectum,21041-21052,60-64,Female,White,2011.0,5299.0,7628498.0,69.5
1739,Colon and Rectum,21041-21052,60-64,Male,White,1999.0,6563.0,3988128.0,164.6
1740,Colon and Rectum,21041-21052,60-64,Male,White,2000.0,6994.0,4150453.0,168.5
1741,Colon and Rectum,21041-21052,60-64,Male,White,2001.0,6751.0,4231185.0,159.6
1742,Colon and Rectum,21041-21052,60-64,Male,White,2002.0,6899.0,4428383.0,155.8
1743,Colon and Rectum,21041-21052,60-64,Male,White,2003.0,7329.0,4912074.0,149.2
1744,Colon and Rectum,21041-21052,60-64,Male,White,2004.0,7538.0,5233537.0,144.0
1745,Colon and Rectum,21041-21052,60-64,Male,White,2005.0,7452.0,5414977.0,137.6
1746,Colon and Rectum,21041-21052,60-64,Male,White,2006.0,7370.0,5575210.0,132.2
1747,Colon and Rectum,21041-21052,60-64,Male,White,2007.0,7552.0,6063973.0,124.5
1748,Colon and Rectum,21041-21052,60-64,Male,White,2008.0,7557.0,6321415.0,119.5
1749,Colon and Rectum,21041-21052,60-64,Male,White,2009.0,7418.0,6620095.0,112.1
1750,Colon and Rectum,21041-21052,60-64,Male,White,2010.0,7192.0,6943071.0,103.6
1751,Colon and Rectum,21041-21052,60-64,Male,White,2011.0,7113.0,7183960.0,99.0
1752,Colon and Rectum,21041-21052,65-69,Female,White,1999.0,6787.0,4030055.0,168.4
1753,Colon and Rectum,21041-21052,65-69,Female,White,2000.0,6622.0,4104281.0,161.3
1754,Colon and Rectum,21041-21052,65-69,Female,White,2001.0,6513.0,4073462.0,159.9
1755,Colon and Rectum,21041-21052,65-69,Female,White,2002.0,6247.0,4110048.0,152.0
1756,Colon and Rectum,21041-21052,65-69,Female,White,2003.0,6630.0,4368759.0,151.8
1757,Colon and Rectum,21041-21052,65-69,Female,White,2004.0,6480.0,4565910.0,141.9
1758,Colon and Rectum,21041-21052,65-69,Female,White,2005.0,6417.0,4635936.0,138.4
1759,Colon and Rectum,21041-21052,65-69,Female,White,2006.0,6385.0,4750192.0,134.4
1760,Colon and Rectum,21041-21052,65-69,Female,White,2007.0,6343.0,4930666.0,128.6
1761,Colon and Rectum,21041-21052,65-69,Female,White,2008.0,6172.0,5211458.0,118.4
1762,Colon and Rectum,21041-21052,65-69,Female,White,2009.0,6298.0,5426766.0,116.1
1763,Colon and Rectum,21041-21052,65-69,Female,White,2010.0,5865.0,5603437.0,104.7
1764,Colon and Rectum,21041-21052,65-69,Female,White,2011.0,5689.0,5689718.0,100.0
1765,Colon and Rectum,21041-21052,65-69,Male,White,1999.0,8849.0,3511645.0,252.0
1766,Colon and Rectum,21041-21052,65-69,Male,White,2000.0,8998.0,3592923.0,250.4
1767,Colon and Rectum,21041-21052,65-69,Male,White,2001.0,8743.0,3581339.0,244.1
1768,Colon and Rectum,21041-21052,65-69,Male,White,2002.0,8447.0,3628228.0,232.8
1769,Colon and Rectum,21041-21052,65-69,Male,White,2003.0,8797.0,3877865.0,226.9
1770,Colon and Rectum,21041-21052,65-69,Male,White,2004.0,8900.0,4070354.0,218.7
1771,Colon and Rectum,21041-21052,65-69,Male,White,2005.0,8609.0,4149303.0,207.5
1772,Colon and Rectum,21041-21052,65-69,Male,White,2006.0,8390.0,4262721.0,196.8
1773,Colon and Rectum,21041-21052,65-69,Male,White,2007.0,8581.0,4437014.0,193.4
1774,Colon and Rectum,21041-21052,65-69,Male,White,2008.0,8522.0,4703997.0,181.2
1775,Colon and Rectum,21041-21052,65-69,Male,White,2009.0,8247.0,4907092.0,168.1
1776,Colon and Rectum,21041-21052,65-69,Male,White,2010.0,7991.0,5085015.0,157.1
1777,Colon and Rectum,21041-21052,65-69,Male,White,2011.0,7818.0,5178255.0,151.0
1778,Colon and Rectum,21041-21052,70-74,Female,White,1999.0,8776.0,4010018.0,218.9
1779,Colon and Rectum,21041-21052,70-74,Female,White,2000.0,8957.0,4057378.0,220.8
1780,Colon and Rectum,21041-21052,70-74,Female,White,2001.0,8539.0,3989844.0,214.0
1781,Colon and Rectum,21041-21052,70-74,Female,White,2002.0,8404.0,3958794.0,212.3
1782,Colon and Rectum,21041-21052,70-74,Female,White,2003.0,8145.0,4063739.0,200.4
1783,Colon and Rectum,21041-21052,70-74,Female,White,2004.0,7900.0,4085761.0,193.4
1784,Colon and Rectum,21041-21052,70-74,Female,White,2005.0,7572.0,4059036.0,186.5
1785,Colon and Rectum,21041-21052,70-74,Female,White,2006.0,7437.0,4053937.0,183.5
1786,Colon and Rectum,21041-21052,70-74,Female,White,2007.0,7022.0,4067511.0,172.6
1787,Colon and Rectum,21041-21052,70-74,Female,White,2008.0,7015.0,4134929.0,169.7
1788,Colon and Rectum,21041-21052,70-74,Female,White,2009.0,6532.0,4227094.0,154.5
1789,Colon and Rectum,21041-21052,70-74,Female,White,2010.0,6294.0,4297333.0,146.5
1790,Colon and Rectum,21041-21052,70-74,Female,White,2011.0,6328.0,4374439.0,144.7
1791,Colon and Rectum,21041-21052,70-74,Male,White,1999.0,10606.0,3187352.0,332.8
1792,Colon and Rectum,21041-21052,70-74,Male,White,2000.0,10667.0,3267028.0,326.5
